course,subject,exam,question,extract,optionA,optionB,optionC,optionD,optionE,optionF,optionG,correct_answer,Rationale,study_tip
HESI A2,Biology,Biology HESI A2 Exam,How are lipids different from other organic molecules?,,They are indivisible.,They are not water soluble.,They contain zinc.,They form long proteins.,,,,B,"The correct answer is B: 'They are not water soluble.' Lipids are not water-soluble, which distinguishes them from other organic molecules. Choice A is incorrect because lipids are not indivisible; they can be broken down into fatty acids and glycerol. Choice C is incorrect as lipids do not necessarily contain zinc; they are a diverse group of molecules. Choice D is incorrect because lipids do not form long proteins; proteins are made up of amino acids, not lipids.",
HESI A2,Biology,Biology HESI A2 Exam,During which phase of mitosis do the chromosomes align in the center of the cell?,,Prophase,Metaphase,Telophase,Anaphase,,,,B,"The correct answer is Metaphase. During Metaphase, the chromosomes line up along the center of the cell's equator, forming the metaphase plate. This alignment ensures that during the subsequent phase, Anaphase, the sister chromatids can separate and move towards opposite poles. Prophase is the initial phase of mitosis where chromosomes condense and the nuclear envelope breaks down. Telophase is the final phase of mitosis where two new nuclei form.",
HESI A2,Biology,Biology HESI A2 Exam,How are molecules of water bonded to each other?,,Ionic,Covalent,Hydrogen,Molecular,,,,C,"Water molecules are bonded to each other by 'hydrogen' bonds. These bonds are not as strong as covalent bonds, which hold the atoms within each water molecule together (Choice B). Ionic bonds (Choice A) involve the transfer of electrons between atoms, which is not the case in water molecules. The term 'molecular' (Choice D) is too general and doesn't specifically describe the type of bond between water molecules.",
HESI A2,Biology,Biology HESI A2 Exam,What takes place in a lysosome?,,Ribosomes are made.,Food is produced.,Water is stored.,Food is digested.,,,,D,"In a lysosome, food particles are digested through the action of enzymes. Lysosomes are membrane-bound organelles containing digestive enzymes that break down large molecules into smaller ones, allowing the cell to utilize the nutrients for energy and other processes. Choices A, B, and C are incorrect because ribosomes are not made in lysosomes, food is not produced in lysosomes, and lysosomes do not store water.",
HESI A2,Biology,Biology HESI A2 Exam,"Tundra, savannas, grasslands, deserts, and rainforests are examples of what?",,Biomasses,Biospheres,Biodiversity,Biomes,,,,D,"Tundra, savannas, grasslands, deserts, and rainforests are examples of biomes. A biome is a large geographical area with similar climatic conditions and distinct flora and fauna. Each biome has its unique characteristics, such as temperature, precipitation levels, and types of vegetation, which define the ecosystem within that region. Biomasses refer to the total mass of living organisms in a given area, biospheres are the global ecological system integrating all living beings and their relationships, and biodiversity represents the variety of life forms in a specific habitat.",
HESI A2,Biology,Biology HESI A2 Exam,A scientist needs 12 mL of a solution. They have a bottle with 12L in it. Do they have enough?,,"Yes, they have exactly what they need","Yes, they have more than what they need","No, they do not have enough",None of the above,,,,B,"1 liter has 1000 milliliters. To convert from milliliters to liters, the decimal point moves three places to the left. So, the bottle has 12000 mL of solution, which is a lot more than the required 12 mL. Therefore, the scientist has more than what they need. Choice A is incorrect as the bottle has more than the required amount. Choice C is incorrect as the bottle contains significantly more solution than needed. Choice D is incorrect as the scientist does have more than enough solution.",
HESI A2,Biology,Biology HESI A2 Exam,What are saturated fats saturated with?,,Hydrogen atoms,Carbon atoms,Oxygen atoms,Nitrogen atoms,,,,A,"Saturated fats are saturated with hydrogen atoms. This means that each carbon atom in the fatty acid chains forming saturated fats is bonded to as many hydrogen atoms as possible. This saturation results in the fatty acid chains being straight and closely packed together, making saturated fats solid at room temperature. Choice B (Carbon atoms), C (Oxygen atoms), and D (Nitrogen atoms) are incorrect because saturated fats are specifically saturated with hydrogen atoms, not carbon, oxygen, or nitrogen atoms.",
HESI A2,Biology,Biology HESI A2 Exam,Which of the following shows how information is transformed to make a protein?,,DNA-RNA-protein,gene-chromosome-protein,ATP-amino acid-protein,RNA-DNA-protein,,,,A,"The correct sequence of events for protein synthesis is that DNA is transcribed into RNA, which is then translated into a protein. This process is known as the central dogma of molecular biology. In this sequence, DNA serves as the template for RNA synthesis (transcription), and the RNA serves as the template for protein synthesis (translation). Choice B is incorrect as genes are segments of DNA that code for proteins, and chromosomes are structures that contain DNA. Choice C is incorrect as ATP is an energy molecule and amino acids are the building blocks of proteins, but they are not directly involved in the synthesis process. Choice D is incorrect because RNA is first transcribed from DNA and then used as a template to produce proteins.",
HESI A2,Biology,Biology HESI A2 Exam,Which is true of gametes?,,They are diploid cells,They are haploid cells,They are somatic,A & C are true,,,,B,"Gametes are sex cells (sperm and eggs) that are involved in sexual reproduction. They are haploid cells, meaning they have half the number of chromosomes (n) compared to diploid cells. This is necessary for the formation of a diploid zygote when two gametes unite during fertilization. Somatic cells are non-reproductive cells in the body, so they are not gametes. Choice A is incorrect because gametes are not diploid but haploid. Choice C is incorrect because gametes are not somatic cells.",
HESI A2,Biology,Biology HESI A2 Exam,Which is an example of a gymnosperm?,,Red cedar,Japanese cherry,Flowering dogwood,American chestnut,,,,A,"Red cedar is the correct answer as it is an example of a gymnosperm. Gymnosperms are plants that produce seeds not enclosed within an ovary or fruit. In the case of red cedar, it belongs to the gymnosperm group and has naked seeds that are exposed on the surface of scales or leaves. Choices B, C, and D are angiosperms, not gymnosperms. Japanese cherry, flowering dogwood, and American chestnut are all examples of angiosperms, which are flowering plants with seeds enclosed within an ovary.",
HESI A2,Biology,HESI A2 Biology Practice Test,"In a phospholipid molecule, the head:",,Is hydrophilic,Is hydrophobic,Is on the inner side of the layer,Both A and C,,,,D,"The head of a phospholipid is hydrophilic (water-loving) and is located on the outer side of the lipid bilayer, interacting with water molecules. This arrangement positions the hydrophobic tails inward, away from water. Therefore, the correct answer is D. Choice A is incorrect because the head is hydrophilic, not hydrophobic. Choice B is incorrect as the head is on the outer side, not the inner side of the layer.",
HESI A2,Biology,HESI A2 Biology Practice Test,Where is the ovary located in a flowering plant?,,Anther,Pistil,Stamen,Calyx,,,,B,"The ovary is located in the pistil of a flowering plant. The pistil is the female reproductive part of the flower, and it consists of the ovary, style, and stigma. The ovary contains ovules, which develop into seeds after fertilization. Choice A, 'Anther,' is incorrect because the anther is the part of the flower's stamen that produces pollen. Choice C, 'Stamen,' is incorrect because the stamen is the male reproductive part of the flower, consisting of the anther and filament. Choice D, 'Calyx,' is incorrect because the calyx is the outermost whorl of a flower, composed of sepals that protect the flower bud.",
HESI A2,Biology,HESI A2 Biology Practice Test,Where is the site of cellular respiration in eukaryotic cells?,,Nucleus,Chloroplasts,Mitochondria,Ribosomes,,,,C,"The correct answer is C: Mitochondria. Mitochondria are often referred to as the powerhouse of the cell because they are responsible for cellular respiration in eukaryotic cells. During cellular respiration, mitochondria generate energy in the form of ATP. Choices A, B, and D are incorrect. The nucleus is the organelle that houses the cell's genetic material, chloroplasts are responsible for photosynthesis in plant cells, and ribosomes are involved in protein synthesis, not cellular respiration.",
HESI A2,Biology,HESI A2 Biology Practice Test,"During protein synthesis, what process uses an RNA strand to produce a complementary strand of DNA?",,Transcription,Translation,Transfer synthesis,Codon synthesis,,,,A,"The correct answer is 'Transcription.' During transcription, an RNA strand is used to produce a complementary strand of DNA. This process is essential for converting the genetic information stored in DNA into RNA. Choice B, 'Translation,' is incorrect as it involves the synthesis of proteins from mRNA. Choice C, 'Transfer synthesis,' is not a recognized term in molecular biology. Choice D, 'Codon synthesis,' is also incorrect as it does not refer to the process of using an RNA strand to produce a complementary DNA strand.",
HESI A2,Biology,HESI A2 Biology Practice Test,Which structure might be described as a core of nucleic acid surrounded by a protein coat?,,RNA,Virus,Blue-green alga,Saprophyte,,,,B,"A virus can be described as a core of nucleic acid (either RNA or DNA) surrounded by a protein coat, known as a capsid. This structure distinguishes viruses from other microorganisms such as blue-green algae (Cyanobacteria), fungi known as saprophytes, or individual RNA molecules. Viruses depend on a host cell to replicate and are considered non-living entities due to their inability to carry out metabolic functions independently.",
HESI A2,Biology,HESI A2 Biology Practice Test,How does yeast reproduce?,,Binary fission,Spore formation,Budding,Cloning,,,,C,"Yeast typically reproduces through a process called budding. During budding, a small outgrowth forms on the parent yeast cell, gradually enlarging in size until it separates to become a new, genetically identical daughter cell. This method of reproduction allows yeast to rapidly multiply and grow in favorable conditions. It is different from binary fission, spore formation, and cloning. Binary fission involves the division of a single organism into two genetically identical organisms. Spore formation is a method seen in certain fungi where specialized cells develop into spores for reproduction. Cloning involves producing genetically identical copies of an organism. Therefore, budding is the correct answer for how yeast reproduces.",
HESI A2,Biology,HESI A2 Biology Practice Test,Which is not one of the raw materials needed for cellular respiration?,,ADP,Phosphate,Water,Glucose,,,,C,"Water is not one of the raw materials needed for cellular respiration. The essential raw materials for cellular respiration include glucose (which is broken down to produce energy), oxygen, and ADP (adenosine diphosphate) and phosphate (which are necessary for the formation of ATP, the energy currency of cells). While water is crucial for many cellular processes and makes up a significant portion of cells, it is not directly involved as a raw material in the cellular respiration process.",
HESI A2,Biology,HESI A2 Biology Practice Test,"Patient A, who weighs 68 kilograms, steps onto a scale 20 times. The scale consistently weighs Patient A as 75 kilograms. What is true of the measurement?",,"It is valid, but not reliable.","It is reliable, but not valid.",It is both valid and reliable.,It is neither reliable nor valid.,,,,B,"The correct answer is B: 'It is reliable, but not valid.' The measurement is reliable because it consistently provides the same result (75 kg). However, it is not valid because it does not accurately reflect the true weight of Patient A (68 kg). Choice A is incorrect because if the scale consistently shows the same weight (75 kg), it is reliable. Choice C is incorrect because although the scale is consistent, the measurement does not reflect the true weight, making it not valid. Choice D is incorrect as the measurement is reliable but lacks validity.",
HESI A2,Biology,HESI A2 Biology Practice Test,Which statement is true of enzymes?,,They are made from lipids.,They are made from proteins.,They form double chains of DNA.,They bind with catalysts.,,,,B,"The correct answer is B: Enzymes are made from proteins. Enzymes are biological molecules that act as catalysts to speed up chemical reactions in living organisms. While the majority of enzymes are proteins, a few are made from RNA. The statement that enzymes are made from lipids (choice A) is incorrect. Enzymes do not form double chains of DNA (choice C) as their primary function is not related to DNA structure. Additionally, enzymes themselves do not bind with catalysts (choice D); instead, they act as catalysts to facilitate reactions.",
HESI A2,Biology,HESI A2 Biology Practice Test,Whose energy efficiency is greater?,,Herbivore,Carnivore,Omnivore,Decomposer,,,,D,"Decomposers have the greatest efficiency of energy among the given options. Decomposers break down organic matter, such as dead plants and animals, into simpler substances through the process of decomposition. This breakdown process results in the release of nutrients back into the ecosystem, making energy more readily available for other organisms to use. In contrast, herbivores, carnivores, and omnivores all derive their energy from the consumption of other living organisms, making their energy efficiency lower than that of decomposers. Herbivores consume plants for energy, which involves energy loss due to inefficiencies in converting plant matter into usable energy. Carnivores consume herbivores or other carnivores, leading to further energy loss through each trophic level. Omnivores consume both plant and animal matter, but their energy efficiency is still lower than decomposers because of the energy loss associated with consuming living organisms. Decomposers play a crucial role in recycling nutrients and energy in ecosystems, making them highly efficient in the utilization of energy.",
HESI A2,Biology,HESI A2 Biology Practice Test,How many different types of nucleotides are there in DNA?,,one,two,four,eight,,,,C,"The correct answer is 'C: four.' DNA is composed of four different types of nucleotides: adenine, thymine, guanine, and cytosine. These nucleotides pair up in specific combinations to form the genetic code. Choices 'A: one,' 'B: two,' and 'D: eight' are incorrect because DNA consists of a set of four distinct nucleotides, not one, two, or eight.",
HESI A2,Biology,HESI A2 Biology Practice Test,"In an example of a male with hemophilia and a female carrier, what ratio of the offspring is predicted to have the disease?",,0 female : 2 males,1 female : 0 males,1 female : 2 males,2 females : 1 male,,,,C,"In this scenario, the male offspring will inherit the hemophilia trait from their mother due to the sex-linked inheritance pattern. The female offspring will inherit one X chromosome from their mother, becoming carriers of hemophilia. Therefore, the predicted ratio of offspring with the disease would be 1 female as a carrier and 2 males with hemophilia. Choice A is incorrect because there would be male offspring with the disease. Choice B is incorrect as there would be male offspring with hemophilia. Choice D is incorrect as it does not reflect the inheritance pattern of hemophilia.",
HESI A2,Biology,HESI A2 Biology Practice Test,___________ is a symbiotic relationship in which one organism benefits and the other is not affected.,,Mutualism,Parasitism,Commensalism,Competition,,,,C,"The correct answer is 'Commensalism.' In commensalism, one organism benefits from the relationship while the other is neither helped nor harmed. This type of symbiotic relationship is characterized by one organism deriving a benefit, such as food or shelter, without impacting the other organism in any significant way. 

Choice A, 'Mutualism,' is a symbiotic relationship in which both organisms benefit. Choice B, 'Parasitism,' is a symbiotic relationship in which one organism benefits at the expense of the other. Choice D, 'Competition,' refers to a relationship in which organisms compete for limited resources, with both being affected in terms of access to resources.",
HESI A2,Biology,HESI A2 Biology Practice Test,"The renal system consists of all the organs involved in the formation and release of urine and includes the kidneys, ureters, bladder, and urethra.",,The digestive system,The reproductive system,The renal system,The kidney system,,,,C,"The correct term for the system involving the organs responsible for the formation and release of urine is the renal system, not the digestive or reproductive system. The kidneys, ureters, bladder, and urethra are specifically part of the renal system, which is responsible for filtering the blood to remove waste and excess fluids, producing urine, and eliminating it from the body. The other choices, the digestive system and the reproductive system, are not responsible for the formation and release of urine, making them incorrect answers.",
HESI A2,Biology,HESI A2 Biology Practice Test,"Within the biological hierarchical system of organization, which of the following is least inclusive?",,phylum,order,kingdom,species,,,,D,"The correct answer is 'D: species.' In the biological hierarchical system of organization, a species is the least inclusive level. A species consists of organisms that share similar characteristics and can interbreed to produce fertile offspring. On the other hand, a phylum, order, and kingdom are more inclusive classifications that encompass multiple species. Phylum groups together related classes, order groups together related families, and kingdom groups together related phyla. Therefore, species is the least inclusive category within the biological hierarchical system.",
HESI A2,Biology,HESI A2 Biology Practice Test,What is DNA made of?,,Proteins,Nucleotides,Lipids,Carbohydrates,,,,B,"DNA is made up of nucleotides, which are the building blocks of genetic material. Choice A (Proteins) is incorrect because while proteins play a crucial role in the body, they are not the building blocks of DNA. Choice C (Lipids) and Choice D (Carbohydrates) are also incorrect as they are not the primary components of DNA.",
HESI A2,Biology,HESI A2 Biology Practice Test,What is the purpose of the mitochondria?,,Control the cell,Create energy,Create proteins,Package waste for removal,,,,B,"The correct answer is B: Create energy. The primary purpose of the mitochondria is to generate energy for the cell. Mitochondria are known as the 'powerhouses' of the cell because they produce ATP (adenosine triphosphate), which is the energy currency used by cells to carry out various functions and processes. Choice A is incorrect as the mitochondria do not control the cell but rather produce energy. Choice C is incorrect as protein synthesis primarily occurs in the ribosomes. Choice D is incorrect as packaging waste for removal is a function associated with lysosomes, not mitochondria.",
HESI A2,Biology,HESI A2 Biology Practice Test,Which of the following animals would have the least energy efficiency in nutrient consumption?,,Cow,Caterpillar,Coyote,Cricket,,,,A,"Cows are ruminant animals that have multiple stomachs and require large amounts of food to digest and convert into energy. They have lower energy efficiency compared to insects like caterpillars, coyotes, and crickets, which have more efficient nutrient consumption processes. The digestive system and metabolic functions of cows result in them having the least energy efficiency in nutrient consumption among the given choices. Caterpillars, coyotes, and crickets have more efficient nutrient consumption processes, making them more energy-efficient than cows.",
HESI A2,Biology,HESI A2 Biology Practice Test,During which phase of mitosis does the nuclear envelope disintegrate?,,Prophase,Prophase,Prometaphase,Metaphase,,,,C,"During the prometaphase stage of mitosis, the nuclear envelope disintegrates. This allows the condensed chromosomes to move towards the center of the cell, preparing for their alignment along the metaphase plate. The breakdown of the nuclear envelope is a crucial step in mitosis to ensure the proper segregation of genetic material into daughter cells. Choices A, B, and D are incorrect as the nuclear envelope disintegration specifically occurs during the prometaphase stage, not in prophase or metaphase.",
HESI A2,Biology,HESI A2 Biology Practice Test,"In an example of a male with hemophilia and a female carrier, what percentage of the offspring is predicted to be carriers only?",,0%,25%,50%,100%,,,,C,"In this scenario, the male offspring will inherit the X chromosome with the hemophilia gene from the mother, as males have one X chromosome inherited from their mother. The female offspring will inherit one normal X chromosome from the father and one X chromosome with the hemophilia gene from the mother, making them carriers of the hemophilia trait. Therefore, 50% of the offspring will be carriers only. Option A (0%) is incorrect as female offspring will inherit the X chromosome with the hemophilia gene from the mother. Option B (25%) is incorrect as the female offspring will not be unaffected. Option D (100%) is incorrect as not all offspring will be carriers, only the female offspring.",
HESI A2,Biology,Biology HESI A2 Practice Test,Where is the genetic information of a eukaryotic cell stored?,,Mitochondria,Nucleus,Golgi Apparatus,Cytoplasm,,,,B,"The correct answer is B: Nucleus. In eukaryotic cells, genetic information (DNA) is stored in the nucleus. This organelle acts as the control center of the cell, housing the DNA and regulating gene expression. Choices A, C, and D are incorrect because the genetic information is not stored in the mitochondria, Golgi Apparatus, or cytoplasm. The mitochondria are responsible for energy production, the Golgi Apparatus is involved in protein processing and packaging, and the cytoplasm is where various cellular activities take place, but none of these organelles store the genetic information.",
HESI A2,Biology,Biology HESI A2 Practice Test,Why is DNA important for metabolic activities of the cell?,,It controls the synthesis of enzymes.,It stabilizes the cell wall.,It initiates cell division.,It prevents diffusion of nutrients.,,,,A,"The correct answer is A. DNA plays a crucial role in metabolic activities by controlling the synthesis of enzymes. Enzymes are the biological catalysts that regulate and facilitate metabolic reactions within the cell. Choice B is incorrect because DNA is not involved in stabilizing the cell wall; that role is usually associated with other components like the cell membrane. Choice C is incorrect as cell division is primarily regulated by different processes and molecules, not directly by DNA. Choice D is incorrect because DNA is not related to preventing the diffusion of nutrients; instead, it is involved in coding for proteins that aid in various cellular functions.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which of the following is not a product of the Krebs cycle?,,carbon dioxide,oxygen,adenosine triphosphate (ATP),energy carriers,,,,B,"The correct answer is B: oxygen. Oxygen is not a product of the Krebs cycle. During the Krebs cycle, carbon dioxide, adenosine triphosphate (ATP), and energy carriers like NADH and FADH2 are produced. Carbon dioxide is a byproduct of the cycle, ATP is a form of energy produced, and energy carriers play a crucial role in transferring energy within the cell. Therefore, oxygen is the only option that is not a product of the Krebs cycle, making it the correct answer.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which of the following is not found within a bacterial cell?,,mitochondria,DNA,vesicles,ribosome,,,,A,"The correct answer is A: mitochondria. Mitochondria are not found in bacterial cells. Bacterial cells lack membrane-bound organelles like mitochondria, which are commonly found in eukaryotic cells. Choices B, C, and D are all components that can be found within a bacterial cell. Bacterial cells contain DNA as their genetic material, vesicles for various cellular functions, and ribosomes for protein synthesis. Therefore, the presence of mitochondria is the distinguishing factor that is not found in bacterial cells, making option A the correct answer.",
HESI A2,Biology,Biology HESI A2 Practice Test,What organelle in the cell produces energy through the process of respiration?,,Nucleus,Mitochondria,Golgi Apparatus,Chloroplasts,,,,B,"The correct answer is B: Mitochondria. The mitochondria are known as the powerhouse of the cell and are responsible for producing energy through respiration in eukaryotic cells. Choice A, the Nucleus, is not involved in energy production but rather houses the cell's genetic material. Choice C, the Golgi Apparatus, is responsible for packaging and processing proteins, not energy production. Choice D, Chloroplasts, are responsible for photosynthesis in plant cells, not respiration for energy production.",
HESI A2,Biology,Biology HESI A2 Practice Test,What propels the cell forward?,,Microfilaments,Propulsion,Cilia,Flagella,,,,B,"Propulsion, not microfilaments, cilia, or flagella, is what drives the cell forward. Propulsion is the force or process that propels the cell forward and allows it to move within its environment. Microfilaments are involved in cell structure, cilia are small hair-like structures for movement, and flagella are tail-like structures used for cell propulsion in some organisms.",
HESI A2,Biology,Biology HESI A2 Practice Test,What are plasma membranes mostly made of?,,Proteins,Carbohydrates,Lipids,Nucleotides,,,,C,"The correct answer is C: Lipids. Plasma membranes are primarily composed of lipids, specifically phospholipids, which form a lipid bilayer. While proteins are also an essential component of plasma membranes, they are not the primary constituent. Carbohydrates are present on the outer surface of the membrane but are not the main structural component. Nucleotides are the building blocks of nucleic acids like DNA and RNA and are not the main constituents of plasma membranes.",
HESI A2,Biology,Biology HESI A2 Practice Test,What is the correct order of the hierarchy of levels in the biological classification of organisms?,,"Kingdom, phylum, class, order, family, genus, and species","Phylum, kingdom, class, order, family, genus, and species","Order, phylum, class, kingdom, family, genus, and species","Kingdom, phylum, order, class, family, genus, and species",,,,A,"The correct order of the hierarchy of levels in the biological classification of organisms is Kingdom, Phylum, Class, Order, Family, Genus, and Species. This order is based on the Linnaean system of classification, with each level representing a progressively more specific grouping of organisms. Choice B is incorrect because it starts with Phylum instead of Kingdom. Choice C is incorrect as it places Order before Phylum. Choice D is incorrect because it does not follow the correct order of the biological classification hierarchy.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which is a byproduct of fermentation in muscle cells?,,Ethanol,Pyruvic acid,Lactic acid,Oxygen,,,,C,"Lactic acid is a byproduct of fermentation in muscle cells. During intense exercise or when oxygen is limited, muscle cells use anaerobic respiration to generate energy. This process breaks down glucose into lactic acid, which can cause muscle fatigue and soreness. Choice A, Ethanol, is not produced in muscle cells during fermentation. Choice B, Pyruvic acid, is an intermediate product in glucose metabolism but is not a byproduct of fermentation in muscle cells. Choice D, Oxygen, is not a byproduct of fermentation but a reactant in aerobic respiration.",
HESI A2,Biology,Biology HESI A2 Practice Test,What molecule is primarily responsible for providing energy to the cell?,,ATP,DNA,ADP,Glycogen,,,,A,"Correct! ATP (Adenosine Triphosphate) is the main molecule that stores and provides energy for cellular activities. ATP is known as the energy currency of the cell, where energy released from the breakdown of nutrients is stored in the high-energy phosphate bonds of ATP. Choices B, C, and D are incorrect because DNA carries genetic information, ADP is the precursor of ATP, and glycogen is a polysaccharide used for energy storage, not direct energy provision.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which organelle is responsible for making proteins?,,Ribosome,Chloroplast,Lysosome,Mitochondrion,,,,A,"Ribosomes are the organelles responsible for protein synthesis within the cell. They are the sites where amino acids are linked together to form proteins based on the instructions carried by mRNA (messenger RNA). Ribosomes can be found free-floating in the cytoplasm or attached to the endoplasmic reticulum, and they play a crucial role in translating genetic information into proteins. Chloroplasts are responsible for photosynthesis, lysosomes are involved in digestion and waste removal, and mitochondria are known as the powerhouse of the cell responsible for energy production through cellular respiration. Therefore, the ribosome is the correct organelle responsible for making proteins.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which bacteria are spherical in shape?,,Clostridia,Bacilli,Spirilla,Cocci,,,,D,"The correct answer is D, Cocci. Bacteria that are spherical in shape are known as cocci. They can be found in various arrangements such as clusters, chains, or pairs. Examples of cocci bacteria include Staphylococcus aureus and Streptococcus pneumoniae. 
Choice A, Clostridia, consists of rod-shaped bacteria. Choice B, Bacilli, refers to rod-shaped bacteria as well. Choice C, Spirilla, are spiral-shaped bacteria, not spherical.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which of the following is not true about antibiotics?,,They can interfere with the bacteria's ability to survive,They can affect how bacteria multiply,They can cause more bacteria to grow,They only work on bacteria,,,,C,"The correct answer is C. Antibiotics do not cause more bacteria to grow. They work by interfering with the bacteria's ability to survive, affecting how they multiply, or killing the bacteria cells. Antibiotics specifically target bacteria, so they do not promote the growth of more bacteria. Choices A, B, and D are true statements about antibiotics as they accurately describe how antibiotics work and their specific action on bacteria.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which organelle is found in protists but not in monerans?,,Golgi apparatus,Chromosome,Cytoplasm,Cell membrane,,,,A,"The Golgi apparatus is the correct answer. The Golgi apparatus is a cellular organelle responsible for processing and packaging proteins before they are transported to their final destination. Protists, being eukaryotic organisms, have membrane-bound organelles including the Golgi apparatus, which are absent in monerans. Monerans are prokaryotic organisms that lack membrane-bound structures such as the Golgi apparatus. Choices B, C, and D are incorrect as chromosomes, cytoplasm, and cell membranes are present in both protists and monerans.",
HESI A2,Biology,Biology HESI A2 Practice Test,"In order, from lower to upper, the layers of the atmosphere are:",,"Exosphere, thermosphere, mesosphere, stratosphere, troposphere","Troposphere, stratosphere, mesosphere, thermosphere, exosphere","Mesosphere, troposphere, stratosphere, thermosphere, exosphere","Thermosphere, troposphere, stratosphere, mesosphere, exosphere",,,,B,"The correct order of the layers of the atmosphere, from lower to upper, is troposphere, stratosphere, mesosphere, thermosphere, exosphere. The troposphere is the lowest layer where weather phenomena occur. The stratosphere contains the ozone layer, which absorbs and scatters the solar ultraviolet radiation. The mesosphere is where most meteorites burn up upon entering the Earth's atmosphere. The thermosphere is characterized by high temperatures due to the absorption of solar radiation. The exosphere is the outermost layer where the atmosphere transitions into space. Therefore, option B is the correct sequence, as it reflects the ascending order of the Earth's atmospheric layers.",
HESI A2,Biology,Biology HESI A2 Practice Test,What cycle is the sequence of reactions by which most living cells generate energy during aerobic respiration?,,Calvin Cycle,Krebs Cycle,Photosynthesis,Fermentation,,,,B,"The Krebs Cycle is the correct answer. It is a series of reactions occurring in the mitochondria and is a crucial part of aerobic respiration. The Calvin Cycle is a part of photosynthesis, not respiration, making choice A incorrect. Photosynthesis (choice C) is the process by which plants, algae, and some bacteria convert light energy into chemical energy. Fermentation (choice D) is an anaerobic process that does not require oxygen and is not the primary energy-generating pathway during aerobic respiration, so it is incorrect.",
HESI A2,Biology,Biology HESI A2 Practice Test,How is mitosis different from meiosis?,,Mitosis is the process by which body cells are formed.,Meiosis creates cells with half the chromosomes of the parent cell.,Telophase occurs in both mitosis and meiosis.,Spermatogenesis and oogenesis occur via meiosis.,,,,B,"Meiosis is the type of cell division that creates cells with half the number of chromosomes compared to the parent cell. This is essential for sexual reproduction as it ensures that when the sex cells (sperm and egg) combine during fertilization, the resulting offspring has the correct number of chromosomes. In contrast, mitosis results in two identical daughter cells with the same number of chromosomes as the parent cell. Choice A is incorrect because mitosis is responsible for the division of body cells, not sex cells. Choice C is incorrect because telophase is a phase that occurs in both mitosis and meiosis. Choice D is incorrect because spermatogenesis and oogenesis involve meiosis, not mitosis.",
HESI A2,Biology,Biology HESI A2 Practice Test,"As cattle graze, cattle egrets consume the insects they stir up. This is an example of ___________.",,Mutualism,Parasitism,Commensalism,Competition,,,,C,"Commensalism is a relationship between two species in which one benefits without affecting the other species. In this scenario, the cattle egrets benefit from the insects stirred up by cattle while the cattle are not significantly impacted by the presence of the egrets. The egrets obtain food easily, and the cattle are neither harmed nor helped by the egrets' presence, making it an example of commensalism. Mutualism involves both species benefiting, parasitism involves one species benefiting at the expense of the other, and competition involves both species being negatively affected by their interactions, none of which apply to the relationship between cattle and cattle egrets in this context.",
HESI A2,Biology,Biology HESI A2 Practice Test,Which of these is not an example of a lipid?,,Butter,Wax,Canola oil,Honey,,,,D,"Honey is not an example of a lipid because lipids are fat-related molecules that are insoluble in water, while honey is a natural sweet substance made by bees and primarily consists of sugars such as glucose and fructose. Butter, wax, and canola oil are examples of lipids as they are all composed of fat-related molecules that do not dissolve in water.",
HESI A2,Biology,Biology HESI A2 Practice Test,"In contrast with triglycerides, phospholipids are lacking one of which of the following components?",,Monosaccharide,Glycerol,Phosphates,Fatty acid,,,,B,"Phospholipids are structurally similar to triglycerides but lack one of the fatty acid chains that triglycerides possess. Triglycerides consist of three fatty acid chains attached to a glycerol molecule, while phospholipids have two fatty acid chains and a phosphate group attached to a glycerol backbone. Therefore, phospholipids are lacking the third fatty acid chain found in triglycerides. Choice A (Monosaccharide) is incorrect because neither triglycerides nor phospholipids contain monosaccharides in their structure. Choice C (Phosphates) is incorrect because phospholipids actually contain phosphates, unlike triglycerides. Choice D (Fatty acid) is incorrect as both triglycerides and phospholipids contain fatty acids, but the number of fatty acid chains differs between the two.",
